@RELATION 'spo0.names'

@ATTRIBUTE t0_green                                numeric
@ATTRIBUTE t0_green_bkg                            numeric
@ATTRIBUTE t0_red                                  numeric
@ATTRIBUTE t0_red_bkg                              numeric
@ATTRIBUTE t0_flag                                 numeric
@ATTRIBUTE t0Point5_green                          numeric
@ATTRIBUTE t0Point5_green_bkg                      numeric
@ATTRIBUTE t0Point5_red                            numeric
@ATTRIBUTE t0Point5_red_bkg                        numeric
@ATTRIBUTE t0Point5_flag                           numeric
@ATTRIBUTE t2_green                                numeric
@ATTRIBUTE t2_green_bkg                            numeric
@ATTRIBUTE t2_red                                  numeric
@ATTRIBUTE t2_red_bkg                              numeric
@ATTRIBUTE t2_flag                                 numeric
@ATTRIBUTE t5_green                                numeric
@ATTRIBUTE t5_green_bkg                            numeric
@ATTRIBUTE t5_red                                  numeric
@ATTRIBUTE t5_red_bkg                              numeric
@ATTRIBUTE t5_flag                                 numeric
@ATTRIBUTE t7_green                                numeric
@ATTRIBUTE t7_green_bkg                            numeric
@ATTRIBUTE t7_red                                  numeric
@ATTRIBUTE t7_red_bkg                              numeric
@ATTRIBUTE t7_flag                                 numeric
@ATTRIBUTE t9_green                                numeric
@ATTRIBUTE t9_green_bkg                            numeric
@ATTRIBUTE t9_red                                  numeric
@ATTRIBUTE t9_red_bkg                              numeric
@ATTRIBUTE t9_flag                                 numeric
@ATTRIBUTE t11Point5_green                         numeric
@ATTRIBUTE t11Point5_green_bkg                     numeric
@ATTRIBUTE t11Point5_red                           numeric
@ATTRIBUTE t11Point5_red_bkg                       numeric
@ATTRIBUTE t11Point5_flag                          numeric
@ATTRIBUTE gal_ndt80_green                         numeric
@ATTRIBUTE gal_ndt80_green_bkg                     numeric
@ATTRIBUTE gal_ndt80_red                           numeric
@ATTRIBUTE gal_ndt80_red_bkg                       numeric
@ATTRIBUTE gal_ndt80_flag                          numeric
@ATTRIBUTE ndt80_delete_early_green                numeric
@ATTRIBUTE ndt80_delete_early_green_bkg            numeric
@ATTRIBUTE ndt80_delete_early_red                  numeric
@ATTRIBUTE ndt80_delete_early_red_bkg              numeric
@ATTRIBUTE ndt80_delete_early_flag                 numeric
@ATTRIBUTE ndt80_delete_mid_green                  numeric
@ATTRIBUTE ndt80_delete_mid_green_green_bkg        numeric
@ATTRIBUTE ndt80_delete_mid_green_red              numeric
@ATTRIBUTE ndt80_delete_mid_green_red_bkg          numeric
@ATTRIBUTE ndt80_delete_mid_green_flag             numeric
@ATTRIBUTE t0_correlation                          numeric
@ATTRIBUTE t0Point5_correlation                    numeric
@ATTRIBUTE t2_correlation                          numeric
@ATTRIBUTE t5_correlation                          numeric
@ATTRIBUTE t7_correlation                          numeric
@ATTRIBUTE t9_correlation                          numeric
@ATTRIBUTE t11Point5_correlation                   numeric
@ATTRIBUTE ndt80_delete_early_correlation          numeric
@ATTRIBUTE ndt80_delete_mid_correlation            numeric
@ATTRIBUTE t0_regression                           numeric
@ATTRIBUTE t0Point5_regression                     numeric
@ATTRIBUTE t2_regression                           numeric
@ATTRIBUTE t5_regression                           numeric
@ATTRIBUTE t7_regression                           numeric
@ATTRIBUTE t9_regression                           numeric
@ATTRIBUTE t11Point5_regression                    numeric
@ATTRIBUTE ndt80_delete_early_regression           numeric
@ATTRIBUTE ndt80_delete_mid_regression             numeric
@ATTRIBUTE t0_g/r_ratio                            numeric
@ATTRIBUTE t0Point5_g/r_ratio                      numeric
@ATTRIBUTE t2_g/r_ratio                            numeric
@ATTRIBUTE t5_g/r_ratio                            numeric
@ATTRIBUTE t7_g/r_ratio                            numeric
@ATTRIBUTE t9_g/r_ratio                            numeric
@ATTRIBUTE t11Point5_g/r_ratio                     numeric
@ATTRIBUTE ndt80_delete_early_g/r_ratio            numeric
@ATTRIBUTE ndt80_delete_mid_g/r_ratio              numeric
@ATTRIBUTE failed_pcr                              {1,2,3,4,5}
@ATTRIBUTE blast_homology_within_genome            {no,yes}
@ATTRIBUTE overlaps_another_orf                    {no,yes}
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/13,01/02,01/02/02,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/02,01/05/03/02/04,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/05,01/20/27,01/20/31,01/20/33,01/20/37,01/20/37/01,01/25,01/25/01,02,02/01,02/01/01,02/01/03,02/04,02/07,02/07/01,02/08,02/10,02/11,02/11/05,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/02,16,16/01,16/02,16/03,16/03/01,16/03/03,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/17,16/17/01,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/09,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/02,20/09/16,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/09,20/09/18/09/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/03,30/01/05/05,30/01/05/05/01,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/10,30/05/02,30/05/02/24,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/10,32/10/03,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/07,34/07/01,34/07/02,34/11,34/11/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,38,38/07,40,40/01,40/01/03,40/01/03/01,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/03,40/10/02/03/02,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/09,99

@DATA
2771,1477,1795,871,0,5741,1235,1665,506,0,2335,1238,1212,681,0,2520,1447,1237,797,0,5178,1758,2617,1126,0,2448,1664,1885,1188,0,2163,1368,8705,1288,0,2369,1154,4535,3232,0,1440,620,719,448,0,1613,884,683,447,0,0.823,0.924,0.907,0.914,0.86,0.848,0.574,0.807,0.328,1.106,3.511,1.918,2.134,2.195,0.975,0.065,2.424,0.724,1.4,3.88,2.06,2.43,2.29,1.12,0.1,0.93,3.02,?,?,no,43/01/03/09
7351,1842,5270,1038,0,5356,1638,3398,787,0,5708,1429,4089,880,0,6985,2324,4567,1431,0,10854,1831,7820,1153,0,8541,2437,6197,1934,0,2163,1004,1550,620,0,15994,1125,8958,3078,0,6125,612,5891,440,0,8196,796,5420,375,0,0.95,0.968,0.936,0.956,0.949,0.951,0.938,0.987,0.892,1.269,1.378,1.282,1.392,1.333,1.37,1.203,1.012,1.141,1.3,1.42,1.33,1.48,1.35,1.43,1.24,2.52,1.01,?,?,no,01/03/16/01@02/13@11/04@16/03/03@18/02/01/01
3004,1160,2128,649,0,6177,1140,5359,492,0,3166,1267,3170,646,0,3481,1304,3096,697,0,6188,1568,5293,1121,0,2379,1229,1972,846,0,5122,1214,4557,815,0,18826,1883,8694,3941,0,4751,641,4720,480,0,4042,855,3138,467,0,0.869,0.944,0.917,0.959,0.95,0.896,0.918,0.951,0.956,1.037,0.968,0.683,0.866,1.068,0.948,0.972,0.913,1.102,1.24,1.03,0.75,0.9,1.1,1.02,1.04,3.56,0.96,?,?,no,01/06/06/11@16/21/07
14349,3097,11467,2148,0,16038,2056,9496,992,0,6506,1275,4589,690,0,8549,2466,4566,1310,0,18770,4670,9652,2722,0,5793,1811,2566,1232,0,3147,1208,1217,650,0,14781,1224,8584,3290,0,6407,983,6587,916,0,4824,1003,3972,514,0,0.859,0.895,0.911,0.933,0.946,0.886,0.883,0.882,0.965,1,1.432,1.272,1.753,1.974,2.571,3.046,0.834,1.09,1.2,1.64,1.34,1.86,2.03,2.98,3.41,2.56,0.95,?,?,no,01/06/06/11@20/01/15@32/07
7438,1510,6077,872,0,7689,1378,2563,505,0,5579,1159,2030,589,0,9473,1946,3332,1066,0,10812,1753,3469,1104,0,7537,1823,3658,1339,0,3262,1154,1968,766,0,12585,1152,7907,2937,0,5885,710,1348,432,0,8530,983,1703,398,0,0.928,0.932,0.936,0.937,0.959,0.924,0.905,0.657,0.948,1.059,3.007,3.022,2.88,3.699,2.412,1.666,2.278,5.486,1.13,3.06,3.06,3.32,3.83,2.46,1.75,2.3,5.64,?,?,yes,12/01/01@16/03/03
3704,1140,3496,623,0,3901,1147,4721,469,0,4167,1272,2566,626,0,4485,1533,3093,883,0,8484,1726,10334,1380,0,2908,1362,3938,1160,0,8770,1567,13582,1396,0,3411,1788,6824,4298,0,1680,554,1586,426,0,1955,922,1676,509,0,0.92,0.939,0.933,0.932,0.906,0.943,0.904,0.962,0.948,0.832,0.608,1.428,1.298,0.684,0.509,0.549,0.933,0.832,0.89,0.64,1.49,1.33,0.75,0.55,0.59,0.64,0.97,1,yes,yes,01/05/02/07@01/05/03@02/19
1846,1195,1101,649,0,2962,1151,2107,524,0,2073,1345,1339,703,0,2334,1384,1444,670,0,3547,1956,2374,1276,0,1999,1428,1383,989,0,3178,1846,2171,1230,0,6301,1755,6195,3754,0,2469,592,1933,420,0,2166,871,1432,525,0,0.792,0.789,0.87,0.877,0.812,0.659,0.889,0.953,0.877,1.027,0.836,1.017,1.066,1.143,1.017,1.134,1.228,1.238,1.44,1.14,1.14,1.22,1.44,1.44,1.41,1.86,1.24,?,?,no,20/09/07/03
2343,1100,1873,630,0,4686,1106,4671,527,0,3135,1267,2749,673,0,3385,1446,2689,770,0,5669,1374,4849,879,0,2688,1266,1937,931,0,4596,1310,3478,882,0,8968,1647,8865,3616,0,4106,598,3490,458,0,2989,995,4159,554,0,0.913,0.916,0.955,0.937,0.874,0.887,0.902,0.93,0.965,0.824,0.778,0.874,0.965,0.907,1.357,1.104,1.012,0.526,1,0.86,0.89,1.01,1.08,1.41,1.26,1.39,1.15,?,?,no,20/03
3238,1126,2978,596,0,3721,1442,6610,776,0,2767,1345,3288,761,0,3736,1534,3939,923,0,3867,1446,3263,999,0,2966,1178,3077,840,0,5031,1039,6823,723,0,2448,1129,4192,3231,0,1385,461,1458,349,0,2219,905,943,400,0,0.95,0.932,0.904,0.849,0.89,0.969,0.978,0.952,0.808,0.848,0.362,0.484,0.632,0.95,0.792,0.645,0.786,1.845,0.88,0.39,0.56,0.73,1.06,0.79,0.65,1.37,0.83,?,yes,no,01/04@01/05@01/07/04@32/01/11
9824,1442,7519,693,0,9465,1290,3270,465,0,7540,1280,7396,676,0,6713,1706,5622,982,0,13733,1918,13038,1395,0,9940,1960,7752,1441,0,3550,1064,2295,654,0,17994,1000,12234,3081,0,10007,610,3966,447,0,11871,882,4136,408,0,0.953,0.934,0.91,0.916,0.934,0.917,0.893,0.97,0.849,1.235,2.889,0.859,0.985,0.974,1.009,1.321,2.624,2.64,1.22,2.91,0.93,1.07,1.01,1.26,1.51,1.85,2.67,?,?,no,02/11@02/13/03@20/01/15
5044,1424,3365,738,0,6360,1263,2270,432,0,2721,1163,2757,564,0,2888,1683,2554,996,0,5843,1723,8589,1268,0,3306,1642,3311,1181,0,2114,1307,1752,928,0,5352,1108,7238,3031,0,1482,601,1313,476,0,2423,1014,1769,562,0,0.895,0.938,0.926,0.903,0.887,0.88,0.891,0.891,0.892,1.166,2.523,0.649,0.741,0.482,0.65,0.849,0.945,0.986,1.37,2.77,0.71,0.77,0.56,0.78,0.97,1,1.05,?,?,no,14/07/11@16/01
1641,1200,943,616,0,1777,1275,890,505,0,1660,1362,992,752,0,1958,1394,1239,749,0,1950,1410,1584,929,0,1500,1234,1294,898,0,1342,1117,1049,735,0,2072,1331,4052,3184,0,956,475,695,336,0,1680,926,1210,418,0,0.583,0.811,0.677,0.871,0.785,0.636,0.716,0.906,0.94,0.845,0.965,0.854,1.079,0.764,0.41,0.507,1.232,0.906,1.34,1.3,1.24,1.15,0.82,0.67,0.71,0.85,1.33,?,?,no,01/07/01
3411,1160,2836,605,0,4398,1154,4951,474,0,2835,1166,2929,600,0,3621,1505,3469,856,0,4971,1443,4642,983,0,2324,1230,1868,920,0,3597,1150,3151,749,0,5576,1252,6428,3109,0,3416,539,6668,439,0,2968,920,4600,465,0,0.882,0.934,0.948,0.937,0.967,0.91,0.949,0.934,0.957,0.893,0.686,0.673,0.748,0.954,1.065,0.985,0.425,0.456,1,0.72,0.71,0.8,0.96,1.15,1.01,1.3,0.46,?,?,no,10/01/03@10/01/05@10/01/09/05@11/02/03
4596,1675,3194,871,0,3735,1095,861,336,0,3514,1357,1201,731,0,4419,2022,1840,1129,0,6178,1605,2219,889,0,5228,2025,2722,1552,0,1681,990,903,575,0,18691,1145,10674,3134,0,8725,642,1137,442,0,11693,803,1499,389,0,0.933,0.604,0.887,0.768,0.826,0.888,0.939,0.931,0.97,1.216,3.101,4.938,3.219,2.253,3.247,2.198,12.284,10.315,1.25,5.02,4.58,3.37,3.43,2.73,2.1,2.32,11.63,?,?,no,11/04/01@11/04/02@11/06/02
5965,1822,5647,1286,0,11392,1889,4310,674,0,6326,1589,3585,893,0,5807,1947,3997,1160,0,24434,4518,10471,2062,0,5372,1786,2936,1444,0,5683,1255,3087,852,0,16503,1360,10453,3186,0,7875,670,2700,485,0,5754,981,1977,507,0,0.89,0.912,0.91,0.934,0.962,0.897,0.952,0.951,0.951,0.879,2.371,1.558,1.285,2.186,2.161,1.887,3.085,3.194,0.95,2.61,1.75,1.36,2.36,2.4,1.98,2.08,3.25,?,?,no,01/04@16/19/03@20/03/25
1648,1162,970,563,0,2120,1388,7237,677,0,1880,1448,5625,863,0,4052,1434,12826,940,2,2304,1441,12887,1193,2,1515,1169,4471,1014,0,1886,1030,7374,931,0,1974,1219,3841,3031,0,970,525,14506,392,0,1402,931,14268,451,0,0.616,0.871,0.749,0.71,0.414,0.735,0.779,0.932,0.932,0.68,0.083,0.054,0.483,0.066,0.066,0.133,0.029,0.03,1.19,0.11,0.09,0.22,0.07,0.1,0.13,0.93,0.03,?,?,no,10/01/05@10/03/02@16/03/01@42/10/03
2482,1336,1932,811,0,3511,1256,2128,624,0,2478,1527,1955,1037,0,2635,1645,1725,957,0,3855,1913,3198,1293,0,1938,1268,1441,959,0,4294,2987,2900,2004,0,4695,1911,10541,4053,0,3040,636,2888,445,0,2403,1045,2123,473,0,0.75,0.934,0.817,0.858,0.889,0.865,0.85,0.936,0.955,0.758,1.461,0.847,1.142,0.904,1.215,1.226,0.942,0.777,1.02,1.49,1.03,1.28,1.01,1.39,1.45,0.42,0.98,?,?,no,12/10
3181,1382,2866,898,0,3399,1420,4086,612,0,2984,1378,3265,744,0,4142,1770,2726,980,0,4247,1635,2304,998,0,3259,1387,2183,1006,0,5176,1167,4930,807,0,3083,1101,4264,3033,0,1386,391,1809,299,0,4313,922,2335,440,0,0.804,0.938,0.942,0.934,0.903,0.958,0.944,0.964,0.926,0.468,0.501,0.586,1.302,1.901,1.618,0.876,0.618,1.717,0.91,0.56,0.63,1.35,2,1.59,0.97,1.61,0.65,?,?,no,14/07/11@14/13/04
1931,1558,1000,758,0,1656,1246,697,467,0,1454,1182,793,614,0,2008,1554,1160,866,1,2429,1517,1800,980,0,2337,1830,2281,1357,0,1119,969,655,530,0,1311,1115,3387,2955,0,878,635,663,484,0,1293,833,1143,394,0,0.384,0.795,0.433,0.851,0.939,0.303,0.167,0.648,0.92,0.563,0.973,0.693,1.365,1.242,0.211,0.205,0.522,0.486,1.54,1.78,1.51,1.54,1.11,0.54,1.2,0.45,1.35,?,?,no,02/13
3453,1200,3063,692,0,3835,1126,3497,476,0,3174,1548,3558,1080,0,3593,1500,5420,874,0,4005,1417,6737,930,0,3395,1344,5602,1027,0,4555,1105,8957,815,0,6617,1657,9081,3533,0,2370,420,3512,322,0,3498,945,7360,450,0,0.967,0.94,0.938,0.951,0.948,0.939,0.934,0.952,0.973,0.912,0.855,0.612,0.433,0.427,0.414,0.401,0.58,0.364,0.95,0.89,0.65,0.46,0.44,0.44,0.42,0.89,0.61,?,?,no,01/03@16/19
2927,1504,1743,799,0,2844,1482,1465,588,0,1900,1103,1088,592,0,2943,1580,1617,862,0,2921,1522,1567,938,0,2513,1639,1715,1257,0,1461,1021,897,661,0,3217,1042,4663,2940,0,1739,598,1366,416,0,2538,856,1487,392,0,0.885,0.855,0.933,0.891,0.87,0.843,0.871,0.952,0.969,1.395,1.305,1.493,1.5,2.095,1.863,1.424,1.174,1.483,1.5,1.55,1.6,1.8,2.22,1.9,1.86,1.26,1.2,?,?,no,11/04/03/01@16/01
3446,1327,2280,693,0,3372,1213,4762,536,0,2455,1034,2040,503,0,2648,1414,2193,711,0,3938,1683,5335,1051,0,3712,1644,4756,1108,0,2285,1005,2785,684,0,24017,1394,8240,3237,0,2512,648,1758,478,0,3905,862,1931,474,0,0.962,0.913,0.944,0.952,0.937,0.942,0.926,0.919,0.954,1.266,0.476,0.875,0.806,0.502,0.535,0.567,1.278,2.008,1.33,0.51,0.92,0.83,0.52,0.56,0.6,4.52,1.45,?,?,no,20/01/03@20/01/07
3960,1300,2882,704,0,4820,1137,2679,388,0,2229,1061,1578,573,0,3259,1508,2262,867,0,5814,1494,4720,928,0,2423,1402,1617,995,0,1704,1040,964,648,0,9212,1332,7533,3149,0,3494,602,3093,448,0,3190,896,3411,419,0,0.867,0.928,0.908,0.924,0.932,0.869,0.799,0.972,0.966,1.034,1.521,1.035,1.112,1.076,1.537,1.532,1.056,0.699,1.22,1.6,1.16,1.25,1.13,1.64,2.1,1.79,1.09,?,?,no,16/01@42/04/03@43/01/03/05
2377,1428,1618,748,0,3207,1316,3601,572,0,2023,1242,1460,602,0,2287,1440,1552,790,0,4471,1672,4257,1134,0,1888,1478,1391,1048,0,1700,1079,1203,689,0,3071,1216,4356,3085,0,1773,711,2289,508,0,1338,906,1227,448,0,0.831,0.874,0.937,0.907,0.944,0.674,0.906,0.942,0.908,0.936,0.51,0.873,0.919,0.813,0.842,1.074,0.561,0.447,1.09,0.62,0.91,1.11,0.89,1.19,1.2,1.45,0.59,?,?,no,10/01/05/01@10/03/01@34/01/01/01@40/01@41/01/01@42/04/03@43/01/03/05@43/01/03/09
2905,1120,2018,556,0,2373,1134,6139,440,0,2291,1214,3279,655,0,3073,1326,2947,686,0,3624,1433,3230,993,0,2349,1348,1942,1123,0,2263,1130,1552,745,0,4434,1407,4719,3218,0,2955,531,3817,410,0,3249,979,5059,476,0,0.913,0.898,0.969,0.943,0.872,0.946,0.93,0.977,0.942,1.117,0.178,0.387,0.719,0.808,1.204,1.32,0.708,0.476,1.22,0.21,0.41,0.77,0.97,1.22,1.4,2.01,0.71,?,?,no,20/01/11@20/01/27@32/07
7042,1339,5443,651,0,8909,1254,2229,441,0,5440,1205,2313,575,0,8354,2632,3448,1214,0,12181,2755,5383,1494,0,4901,1537,2811,1080,0,4167,1170,2714,774,0,7657,1206,5289,3046,0,3438,659,2344,502,0,3688,1014,2239,500,0,0.885,0.924,0.95,0.92,0.947,0.945,0.948,0.951,0.962,1.052,4.078,2.356,2.381,2.276,1.921,1.47,1.414,1.422,1.19,4.28,2.43,2.56,2.42,1.94,1.54,2.87,1.5,?,yes,no,12/01/01
3132,1294,2036,682,0,4437,1181,2405,426,0,2634,1130,1625,631,0,3090,1406,1793,676,0,7168,1856,3898,1104,0,4137,1436,2162,918,0,3125,1120,1583,664,0,17121,1481,8516,3630,0,2834,612,1426,444,0,4011,889,2424,472,0,0.861,0.916,0.903,0.911,0.901,0.917,0.898,0.935,0.923,1.135,1.5,1.39,1.455,1.735,2.019,1.981,2.086,1.482,1.35,1.64,1.51,1.5,1.9,2.17,2.18,3.2,2.26,?,?,no,10/03/01@10/03/02@12/07
6365,1578,4343,816,0,5091,1325,2435,492,0,3195,1231,1539,581,0,3513,1900,1344,928,0,7403,1969,2390,1103,0,4091,1720,2666,1254,0,1675,1087,1187,713,0,4853,1167,5047,3142,0,3570,624,1502,418,0,5391,1036,1141,468,0,0.92,0.924,0.936,0.766,0.846,0.884,0.814,0.923,0.905,1.209,1.86,1.899,2.791,3.558,1.522,0.996,2.455,5.794,1.35,1.93,2.05,3.87,4.22,1.67,1.24,1.93,2.71,?,?,no,01/05@10/03/01@14/07/02/02@42/01@43/01/03/09
3945,1316,2784,685,0,6117,1217,1374,412,0,2654,1120,1365,588,0,3739,1541,2092,842,0,5339,1588,2561,1039,0,2875,1478,2231,1193,0,2257,1056,1642,695,0,5548,1177,5418,3182,0,1883,569,790,414,0,2461,950,821,388,0,0.835,0.932,0.91,0.934,0.913,0.544,0.924,0.923,0.919,1.014,4.748,1.766,1.637,2.325,0.682,1.114,3.278,3.302,1.25,5.09,1.97,1.75,2.46,1.34,1.26,1.95,3.49,?,?,no,11/04/01@12/01@42
6587,1486,4991,658,0,4789,1378,2676,558,0,5525,1334,4382,662,0,4315,2092,3659,1223,0,8760,1847,9833,1236,0,5789,1868,5523,1398,0,2481,1030,2397,660,0,6961,1108,8348,3151,0,2864,642,2268,444,0,3791,888,5318,459,0,0.947,0.97,0.947,0.856,0.944,0.932,0.951,0.97,0.981,1.171,1.592,1.085,0.777,0.741,0.863,0.812,1.208,0.581,1.17,1.61,1.12,0.91,0.8,0.95,0.83,1.12,1.21,?,?,no,10/03/01@10/03/05/01@42/01@42/04/05
3556,1277,3581,815,0,4960,1303,1365,563,0,4066,1433,1816,804,0,4154,1620,1450,810,0,6696,2225,2310,1196,0,2816,1332,1650,991,0,5360,1394,3965,987,0,5003,1410,4900,3507,0,3014,671,885,448,0,2878,1107,760,569,0,0.899,0.93,0.905,0.922,0.88,0.91,0.89,0.904,0.778,0.756,4.39,2.407,3.795,3.318,2.28,1.324,5.284,7.21,0.82,4.55,2.6,3.95,4.01,2.25,1.33,2.57,5.36,?,yes,no,12/01/01
2083,1244,1300,606,0,2820,1136,3635,434,0,1602,1120,3141,629,0,2153,1474,9119,1524,0,2837,1725,27512,3810,0,1822,1361,6989,1100,0,1384,1052,4068,918,0,3376,1233,6426,3163,0,1118,636,6884,518,0,1229,920,3918,449,0,0.816,0.901,0.893,0.898,0.817,0.828,0.833,0.916,0.799,0.955,0.469,0.158,0.083,0.036,0.055,0.088,0.064,0.061,1.2,0.52,0.19,0.08,0.04,0.07,0.1,0.65,0.07,?,?,no,10/03/01/03@14/04@16/01@20/09/01
