@RELATION 'gasch20.names'

@ATTRIBUTE DES460_Plus_0point02%_MMS___5_min                                numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___15_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___30_min                               numeric
@ATTRIBUTE DES460_Plus_0point2%_MMS___45_min                                numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___60_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___90_min                               numeric
@ATTRIBUTE DES460_Plus_0point02%_MMS___120_min                              numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___5_min                          numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___15_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___30_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___45_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___60_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___90_min                         numeric
@ATTRIBUTE DES459_mec1__Plus_0point02%_MMS___120_min                        numeric
@ATTRIBUTE dun1__Plus_0point02%_MMs___30_min                                numeric
@ATTRIBUTE dun1__Plus_0point02%_MMS___90_min                                numeric
@ATTRIBUTE dun1__Plus_0point02%_MMS___120_min                               numeric
@ATTRIBUTE wt_plus_gamma_5_min                                              numeric
@ATTRIBUTE wt_plus_gamma_10_min                                             numeric
@ATTRIBUTE wt_plus_gamma_20_min                                             numeric
@ATTRIBUTE wt_plus_gamma_30_min                                             numeric
@ATTRIBUTE wt_plus_gamma_45_min                                             numeric
@ATTRIBUTE wt_plus_gamma_60_min                                             numeric
@ATTRIBUTE wt_plus_gamma_90_min                                             numeric
@ATTRIBUTE wt_plus_gamma_120_min                                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___5_min                             numeric
@ATTRIBUTE DES460_wt___mock_irradiation___30_min                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___60_min                            numeric
@ATTRIBUTE DES460_wt___mock_irradiation___90_min                            numeric
@ATTRIBUTE mec1_plus_gamma_5_min                                            numeric
@ATTRIBUTE mec1_plus_gamma_10_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_20_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_30_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_45_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_60_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_90_min                                           numeric
@ATTRIBUTE mec1_plus_gamma_120_min                                          numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___5_min                           numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___30_min                          numeric
@ATTRIBUTE DES459_mec1___mock_irradiation___60_min                          numeric
@ATTRIBUTE DES460_wild_type_Plus_heat_20_min                                numeric
@ATTRIBUTE DES459_mec1_Plus_heat_20_min                                     numeric
@ATTRIBUTE MHY1_dun1_Plus_heat_20_min                                       numeric
@ATTRIBUTE DES460_vs_DES460_YPD_log_phase_control                           numeric
@ATTRIBUTE DES459_mec1___log_phase_IR_time_=_0_sample                       numeric
@ATTRIBUTE DES459_mec1___log_phase_MMS_time_=_0_sample                      numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison                    numeric
@ATTRIBUTE DES460wt_vs_DES459mec1_genomic_DNA_comparison_#2                 numeric
@ATTRIBUTE DES460_genomic_DNA_vs_MHY26_dun1_genomic_DNA                     numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type                                      numeric
@ATTRIBUTE MHY1_crt1_vs_CRY1_wild_type___log_phase                          numeric
@ATTRIBUTE pRS_ROX1_GAL_media                                               numeric
@ATTRIBUTE class                                                            hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/13,01/02,01/02/02,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/02,01/05/03/02/04,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/05,01/20/27,01/20/31,01/20/33,01/20/37,01/20/37/01,01/25,01/25/01,02,02/01,02/01/01,02/01/03,02/04,02/07,02/07/01,02/08,02/10,02/11,02/11/05,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/02,16,16/01,16/02,16/03,16/03/01,16/03/03,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/17,16/17/01,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/09,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/02,20/09/16,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/09,20/09/18/09/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/03,30/01/05/05,30/01/05/05/01,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/10,30/05/02,30/05/02/24,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/10,32/10/03,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/07,34/07/01,34/07/02,34/11,34/11/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,38,38/07,40,40/01,40/01/03,40/01/03/01,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/03,40/10/02/03/02,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/09,99

@DATA
-0.154,0.256,0.443,0.549,0.492,?,0.778,-0.636,-0.397,0.186,-0.049,-0.522,-0.393,-0.255,-0.129,0.016,-0.078,0.785,0.696,0.781,0.474,0.29,-0.29,0.045,0.271,0.348,-0.105,-0.432,-0.402,0.957,-0.082,-0.666,-0.434,-0.809,-0.553,-0.812,-0.704,1.164,0.115,0.099,0.189,0.388,0.3,-0.011,?,-0.46,0.019,0.276,0.168,0.272,-0.644,-0.261,01/02@14/13
-0.002,-0.122,0.113,0.464,0.219,0.376,0.367,0.223,0.606,0.571,0.805,0.779,0.742,0.734,0.221,0.49,0.529,0.263,0.223,-0.041,0.056,0.496,0.136,-0.228,?,0.102,0.223,-0.287,-0.642,0.137,0.409,0.452,0.495,0.248,0.246,0.159,0.004,-0.113,0.293,?,-0.957,0.135,-0.207,-0.03,0.606,0.389,0.668,-0.699,0.37,?,0.542,-0.117,14/10
-0.155,-0.1,-0.092,0.066,0.287,0.316,0.203,0.108,0.116,0.189,0.34,0.454,0.515,0.416,0.16,0.498,0.591,0.298,0.527,0.268,0.096,0.24,0.559,0.182,0.13,-0.184,0.024,0.281,0.165,0.071,0.186,-0.195,-0.292,0.113,0.17,0.057,-0.245,0.187,0.234,0.01,0.749,0.606,0.347,0.21,-0.121,?,-0.155,0.133,0.322,-0.092,-0.183,-0.384,01/05@14/07/02/02
0.05,-0.227,-0.366,-0.316,-0.33,-0.359,-0.311,-0.33,-0.444,-0.032,-0.438,-0.297,-0.275,-0.325,-0.42,-0.2,-0.45,-0.21,-0.265,-0.433,-0.422,-0.194,-0.395,-0.135,-0.224,0.427,0.325,-0.07,-0.12,-0.453,-0.46,-0.649,-0.214,-0.642,-0.484,-0.729,-0.336,0.37,-0.335,-0.13,-0.459,-0.743,-0.787,-0.407,-0.668,-2,-0.033,0.099,-0.143,0.492,0.04,-0.124,11/04/03/01@20/01/01/01/01@20/03@20/09/04
0.066,-0.008,-0.131,0.076,0.154,0.026,0.178,0.263,-0.302,-0.171,-0.193,-0.066,-0.169,-0.091,0.117,0.236,0.178,-0.541,-0.256,-0.104,-0.321,-0.555,-0.357,-0.012,-0.052,0.018,-0.207,0.099,-0.219,-0.27,-0.648,-0.338,-0.147,-0.268,-0.177,-0.057,-0.242,-0.653,?,-0.205,-0.039,0.381,0.056,0.227,-0.017,0.103,-0.123,0.187,-0.83,?,-0.272,-0.08,14/01@14/07/11@14/13/01@43/01/03/09
0.088,-0.062,-0.354,-0.474,-0.279,-0.392,-0.576,-0.248,-0.152,-0.388,-0.439,-0.402,-0.469,-0.526,-0.449,-0.484,-0.525,-0.04,0.16,-1.152,-1.556,-0.618,0.401,-0.829,-0.701,-0.282,0.609,0.432,-0.038,0.739,0.424,0.204,-0.158,0.21,0.374,-0.007,-0.078,0.68,-0.377,-0.031,0.027,-0.445,-0.353,-0.68,-0.737,-1.179,-0.163,0.141,0.082,0.162,0.004,-0.082,20/01/03@20/01/07
0.154,0.214,0.319,0.186,0.247,-0.017,0.01,?,-0.009,0.042,0.221,0.298,0.141,0.097,?,0.014,-0.033,-0.064,0.274,0.166,0.181,0.68,-0.066,-0.349,-0.211,0.229,0.217,0.57,0.354,0.202,-0.194,-0.233,0.146,-0.171,-0.036,0.084,-0.358,-0.108,0.532,0.38,1.178,0.689,0.026,0.058,?,1.523,0.51,?,1.448,0.313,-0.36,0.082,14/04@16/01@20/01/10@20/09/01@34/11/03/07
-0.15,-0.443,-0.234,-0.262,-0.485,-0.363,-0.102,0.31,0.641,0.445,0.535,0.209,0.327,0.271,-0.08,0.13,0.26,-0.052,0.264,0.278,0.293,0.711,0.623,0.023,-0.025,0.276,0.024,-0.453,-0.285,0.245,0.438,0.49,0.779,0.656,0.157,0.023,0.13,-0.402,0.136,-0.307,-0.045,-0.073,-0.176,0.194,0.267,0.051,-0.176,0.084,0.544,0.107,0.189,-0.041,10/03/01/01@10/03/02/01@43/01/03/09
?,-0.177,-0.075,-0.268,-0.215,-0.04,-0.183,0.053,-0.16,0.099,-0.098,-0.063,0.072,?,0.085,0.246,0.283,-0.552,-0.206,-0.101,-0.34,-0.232,-0.567,-0.377,-0.465,-0.522,-0.416,0.214,?,-0.428,-0.33,-0.023,0.004,-0.143,?,-0.205,-0.772,-0.525,0.666,0.475,0.429,0.577,-0.232,-0.259,-0.151,0.005,-0.134,0.164,-0.191,0.016,-0.177,-0.013,14/04@20/01/10@20/09/01@42/10
0.069,-0.175,-0.069,0.073,-0.082,0.348,-0.037,0.341,0.187,-0.038,0.269,0.195,0.381,0.154,-0.054,0.149,0.311,-0.271,-0.098,-0.314,-0.258,0.036,-0.057,-0.474,-0.427,-0.388,-0.274,-0.205,-0.34,0.258,0.242,0.553,0.524,0.219,0.166,-0.085,-0.061,-1.29,0.357,-0.045,0.127,-0.139,-0.587,0.11,1.019,0.638,?,-0.666,0.444,-0.058,-0.177,0.279,11/04/03@14/07/07@14/13/01@18/02/01/01
-0.13,-0.29,0.33,-0.04,-0.44,-0.08,-0.11,0.13,0.33,-0.03,0.2,0.03,0.01,0.01,0.22,0.31,0.32,0.16,0.15,0.16,0.04,-0.03,0.6,-0.07,0.29,-0.03,-0.081,-0.17,-0.11,0.11,0.3,0.3,0.21,0.38,0.37,0.25,0,-0.19,0.17,0.09,0.45,0.2,-0.12,0.406,0.39,0.541,-0.27,0.07,0.293,-0.335,-0.1,-0.04,32/07@42/16
0.338,-0.3,-0.19,-0.3,-0.57,-0.52,-0.6,0.415,0.33,-0.24,0.04,-0.37,-0.27,0.1,0.009,0.083,0.106,-0.54,-0.89,-0.74,-0.83,-0.7,-0.31,-0.23,0.34,-0.506,0.005,0.1,-0.055,0.19,0.1,0.18,0.11,0.48,0.45,0.65,0.37,-0.704,?,-0.29,-1.31,-1.07,-1.21,-0.409,-0.478,-0.147,0.05,-0.189,-0.169,0.42,0.72,-0.112,12/04/02
0.288,-0.101,0.051,-0.08,0.02,-0.034,-0.072,0.581,0.457,0.219,0.439,0.439,0.35,?,0.452,0.595,0.669,-0.49,-0.064,-0.016,0.125,0.101,-0.123,-0.44,-0.18,-0.515,0.01,-0.45,0.389,-0.433,-0.397,0.284,?,?,-0.117,0.377,0.117,-0.216,?,-0.322,-0.339,-0.507,-0.122,-0.276,-0.27,?,0.052,0.005,-0.425,-0.291,-0.277,-0.051,10/01/05/03/01@11/02/03/01/04
-0.083,0.035,0.282,-0.35,-0.09,-0.218,-0.118,-0.069,-0.316,-0.496,-0.43,-0.526,-0.554,-0.185,0.059,-0.363,-0.379,-1.131,0.618,0.662,0.49,-0.522,0.967,0.107,?,0.22,0.66,0.56,0.348,0.156,0.216,0.564,?,0.946,0.37,?,0.485,0.456,0.537,?,?,?,-0.119,-0.223,-0.499,-0.474,-0.278,0.054,0.036,?,1.211,0.406,01/07/01
0.105,-0.226,0.004,-0.095,-0.379,-0.426,-0.241,?,0.399,0.114,0.532,0.751,0.471,0.275,0.571,0.237,0.389,-0.036,0.416,0.068,-0.118,0.171,0.337,-0.043,-0.239,0.051,0.511,0.308,0.243,0.055,0.413,0.365,0.607,0.397,0.308,-0.045,0.173,-0.417,0.259,-0.229,0.123,-0.119,-0.249,-0.313,0.416,0.035,-0.301,0.098,0.632,0.335,-0.079,-0.092,11/02/03/01/04
0.296,0.342,0.033,-0.178,0.354,0.618,0.887,-0.007,-0.166,-0.708,-0.779,-0.626,-0.446,-0.122,-0.34,0.349,0.564,0.386,0.498,0.096,-0.533,-0.882,-0.878,0.082,0.766,0.084,0.713,1.397,1.565,0.347,-0.097,-0.459,-0.518,-0.614,-0.702,-0.26,-0.403,0.841,0.601,0.009,0.713,0.84,0.433,-0.128,-0.05,0.354,-0.053,0.138,0.469,0.056,-0.522,-0.507,01/01/03/02/01@01/05/02/07@02/10@02/16/11
0.168,-0.2,0.063,-0.254,-0.177,-0.819,-0.685,0.431,0.184,0.205,0.54,0.371,0.238,0.226,0.095,-0.176,?,0.22,0.132,0.321,0.237,-0.113,0.112,-0.773,-0.388,0.219,0.203,-0.083,-0.03,0.167,0.08,-0.068,0.215,-0.311,0.029,-0.213,-0.264,-0.338,0.22,0.266,0.158,0.213,-0.506,0.314,0.141,-0.202,-0.307,0.136,0.529,0.387,-0.119,0.164,01/03/16/01@02/13@11/04@16/03/03@18/02/01/01
-0.09,-0.525,-0.91,-0.7,-0.549,-0.671,-0.466,0.423,-0.04,-0.47,-0.227,-0.063,-0.038,-0.063,-0.32,0.176,0.136,-1.145,-0.453,-0.498,-0.161,-0.003,-0.174,-0.16,0.726,-0.392,0.711,0.369,0.257,-0.908,-0.476,?,0.182,-0.111,0.276,-0.14,-0.203,?,0.564,0.417,-1.099,-1.371,-0.718,-0.349,0.048,-0.273,0.052,0.146,1.472,0.65,0.356,-0.749,11/02/01@11/02/02@16/03/01
0.018,-0.12,-0.37,-0.25,-0.45,-0.55,-0.36,0.457,0.157,-0.22,0.096,0.15,-0.27,0.06,0.151,-0.02,-0.185,-0.7,-0.02,-0.12,-0.05,-0.648,0.08,0.41,-0.275,-0.08,0.67,1.26,0.45,-0.44,-0.804,0.3,-0.069,-0.272,0.206,-0.027,-0.249,0.17,0.754,0.15,-0.87,-1.451,-1.719,-0.357,-0.367,-0.13,-0.25,0.06,-0.086,0.101,-0.008,-0.034,12/10
0.02,0.173,0.249,0.132,0.018,-0.103,-0.334,0.34,0.346,0.158,0.387,0.088,-0.062,?,0.41,-0.12,-0.13,0.053,-0.147,-0.577,-0.396,-0.175,-0.666,-0.607,-0.743,-0.393,-0.281,-0.498,-0.216,0.267,0.354,0.44,0.559,0.38,0.307,-0.012,-0.007,-0.77,-0.252,-0.496,-0.108,-0.235,-0.582,-0.174,-0.57,-0.183,-0.278,0.218,0.056,-0.399,0.048,0.022,01/07/01
-0.16,-0.156,-0.179,-0.034,0.27,0.321,0.421,-0.65,-0.318,0.03,-0.388,-0.447,-0.14,-0.131,-0.41,0.24,0.21,0.188,-0.014,0.19,0.2,0.246,0.103,0.292,0.174,0.023,0.476,0.319,0.045,-0.535,-0.63,-0.449,-0.469,-0.39,-0.222,-0.195,-0.401,0.745,0.159,0.409,0.098,0.152,0.205,-0.211,0.433,-0.396,-0.118,0.101,0.045,0.084,-0.287,-0.258,16/01@34/11/03/07@41/01/01
0.072,0.579,1.064,1.337,1.5,1.561,1.607,-0.094,0.144,0.723,0.865,0.823,0.829,1.088,0.585,0.745,0.908,1.341,1.443,1.572,1.41,1.402,0.766,1.03,0.785,0.645,0.842,0.261,0.264,0.946,0.475,0.28,0.754,0.493,0.247,0.239,0.308,0.579,-0.133,-0.026,1.958,1.835,1.389,-0.187,0.533,0.472,-0.177,0.134,-0.126,-0.444,-0.774,0.569,14/07/11@14/13/01@14/13/04/02@32/01/11@43/01/03/09
0.319,0.321,0.184,-0.282,-0.454,-0.322,0.264,-0.186,-0.293,0.261,-0.037,-0.162,-0.417,-0.388,0.117,-0.123,0.202,0.177,0.19,-0.13,0.043,0.024,0.112,1.185,1.077,0.101,0.615,0.005,0.018,-1.016,-1.411,-0.807,-1.37,-0.732,-0.243,-0.267,-0.317,?,-0.302,-0.056,1.473,1.322,1.226,-0.508,0.433,0.449,0.04,0.214,-0.128,-0.037,-0.208,0.351,32/01@42/01
0.071,-0.162,0.161,0.3,0.095,0.27,0.042,-0.064,0.145,0.13,0.341,0.341,0.431,0.358,0.05,0.223,0.158,0.295,-0.071,-0.012,-0.038,0.223,0.222,-0.381,?,0.03,0.237,0.267,-0.095,0.261,0.412,0.27,0.435,0.189,0.331,0.061,-0.102,-0.115,0.559,0.051,-0.311,0.008,-0.224,-0.36,0.826,1.273,0.578,-0.687,-0.382,0.62,0.068,0.167,16/01@20/09/07/27@20/09/16/09/03
-0.205,-0.68,-0.768,-0.905,-0.845,-0.871,-0.965,0.718,0.239,-0.056,0.251,0.315,0.322,0.134,0.101,0.281,?,-0.878,-0.629,-0.621,-0.029,-0.108,0.402,0.464,0.419,-1.306,0.045,0.256,-0.144,-1.096,-0.299,-0.142,0.311,0.326,0.372,0.162,-0.081,-1.847,0.285,0.046,-1.367,-2.388,-1.986,-0.201,-0.097,-0.207,-0.135,0.103,0.407,?,0.498,-0.17,11/04/01@11/06/01
0.271,0.387,0.889,1.359,1.599,2.233,2.365,-0.242,-0.128,0.383,0.482,0.316,0.15,0.214,0.345,1.138,1.116,3.248,3.31,1.916,0.706,0.348,-0.035,0.024,0.462,1.334,0.221,0.153,0.304,2.586,2.095,0.268,-0.364,-0.945,-0.535,-0.381,-0.362,2.028,-0.449,-0.221,3.384,4.011,3.439,0.185,-0.416,0.215,-0.03,0.15,-0.737,-0.47,-2.457,-0.726,01/05/02/04@01/05/02/07@01/05/09/04@01/05/09/07@02/01@02/07@02/19
0.201,0.203,0.129,0.197,0.227,0.065,0.354,0.224,-0.51,0.059,-0.426,-0.403,-0.23,-0.011,0.144,-0.173,-0.168,-0.267,-0.229,-0.298,-0.058,-0.308,-0.389,-0.02,-0.24,-0.261,0.083,-0.362,-0.394,-1.041,-0.849,-0.844,-0.7,-1.022,-0.607,-0.787,-0.377,0.27,-0.281,-0.586,0.464,0.44,0.062,-0.513,-0.483,-0.125,-0.134,0.209,1.299,?,-0.505,-0.135,01/05@42/01
-0.196,0.153,0.072,0.069,0.152,0.181,0,0.451,0.509,-0.061,0.872,-0.208,0.398,-0.375,0.27,0.17,0.226,?,0.558,0.275,0.539,-0.323,0.009,1.041,0.282,0.228,0.271,-0.266,-0.32,0.187,0.357,0.158,0.242,0.021,-0.465,-0.659,0.197,-7.019,-0.003,-0.525,-0.21,0.39,-0.126,0.043,-0.253,0.273,-0.086,0.227,-0.128,?,-0.28,-0.195,01/01@01/05
0.354,0.066,-0.537,-0.962,-0.864,-0.878,-0.515,0.557,-0.014,-0.359,-1.068,-0.7,-0.764,-0.808,-0.648,-1.403,-1.23,-0.276,0.05,0.249,0.121,0.375,0.306,0.103,0.328,-0.256,-0.212,-0.354,-0.345,-0.51,0.231,0.47,0.444,-0.132,-0.506,-0.225,0.312,-1.376,-0.682,-0.829,0.619,0.178,0.015,0.01,0.235,0.14,0.006,0.186,-0.07,-1.048,-0.321,0.26,02/11@02/13/03
0.215,0.017,0.107,0.091,-0.052,-0.159,0.09,0.289,0.191,0.086,0.415,0.497,0.405,0.421,0.181,0.227,0.191,0.175,0.201,-0.069,0.166,0.317,0.073,-0.162,-0.014,0.01,0.113,-0.142,-0.514,0.143,-0.004,-0.103,-0.051,-0.279,-0.314,-0.107,-0.165,0.117,0.529,0.466,0.091,-0.098,-0.469,-0.159,0.708,0.888,?,-0.424,-0.271,0.101,-0.098,0.257,10/01/09/05@10/03/01/01/01@11/02/03/01/01@11/02/03/04@14/07/04@42/10/03
0.016,-0.493,-0.114,-0.159,-0.24,-0.094,-0.12,-0.099,-0.175,-0.261,-0.299,-0.1,-0.067,-0.219,-0.209,0,-0.149,-0.883,0.11,-0.234,0.199,-0.211,0.109,-0.022,-0.062,?,0.866,0.299,0.198,-0.198,-0.113,-0.212,-0.072,-0.248,-0.105,-0.205,-0.38,0.141,0.127,0.536,0.603,0.3,0.038,0.362,-0.149,-0.197,-0.18,-0.049,0.022,0.208,-0.089,0.264,10/03/01/01/09@10/03/03@11/02/03/01@11/02/03/04/01
-0.01,0.12,-0.524,?,-0.364,-0.432,-0.015,-0.344,?,-0.5,-0.135,-0.52,?,-0.284,-0.09,0,0.08,0.12,-0.16,-0.11,-0.32,0.13,-0.33,0.008,0.33,0.16,0.11,0.35,0.49,-0.24,0.3,-0.292,0.036,-0.05,0.27,0.233,-0.141,-0.25,-0.18,0.05,-0.344,-0.7,-0.6,0.11,0.06,-0.101,0.562,-0.41,0.18,0.036,-0.21,?,01/05/03@01/05/25@02/19@42/01@43/01/03/05
-0.262,0.074,-0.208,-0.132,-0.274,-0.208,-0.404,-0.073,-0.208,-0.183,-0.322,-0.102,-0.263,-0.085,-0.063,-0.257,-0.217,0.199,-0.237,0,-0.07,-0.116,-0.313,-0.15,-0.455,-0.095,-0.045,-0.056,-0.107,-0.383,-0.868,-0.428,-0.102,-0.755,-0.36,-0.29,-0.175,-0.01,0.08,-0.095,0.294,0.119,-0.183,0.043,0.271,0.075,-0.157,0.133,0.17,0.179,-0.256,-0.261,10/01/02@10/01/05/03/01@10/03/02
0.108,-0.301,-0.36,-0.416,-0.713,-0.394,-0.761,0.49,0.355,-0.674,-0.136,-0.33,-0.049,0.076,-0.005,-0.151,-0.041,-0.237,-0.705,-0.742,-0.5,-0.172,-0.107,-0.004,-0.059,-0.461,-0.082,0.15,0.287,-0.224,-0.164,-0.144,-0.161,0.161,0.292,0.107,0.204,-1.399,-0.745,-0.399,-0.874,-1.229,-0.983,0.011,0.108,0.085,0.663,-0.575,-2.25,0.048,0.871,0.256,12/01/01
0.053,-0.067,0.092,0.027,0.011,0.006,0.041,-0.008,0.222,0.291,0.144,0.044,0.146,0.412,0.306,0.219,0.272,0.568,0.704,0.156,0.198,0.118,0.132,0.444,0.188,-0.007,0.366,-0.046,0.114,0.474,0.294,0.142,0.054,0.427,0.435,0.051,0.176,-0.369,-0.395,-0.349,1.003,0.987,0.485,0.109,-0.173,0.234,-0.146,0.216,0.26,-0.171,0.148,?,16/01@32/01/03@40/01@42/04/03@43/01/03/05
